id,created_at,currency,deal_label,deal_value,deleted,enquiries,last_activity,payment_status,status,version,tenant_id,contact_id,owner_id,lead_number
ae6e45cd-9451-498d-ae05-564fc88a99d0,2026-06-16 23:40:55.219631,INR,General Enquiry,,f,[],2026-06-16 23:40:55.347474,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,705ebb7f-2697-4d69-9872-c863f714d164,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYAN-L-20260616-0001
63f913b6-1c03-48f0-a7b2-54b6c5ead0fa,2026-06-26 23:05:25.010853,INR,,,f,"[{""id"":""fc4e7c56-1bf9-41bc-93b5-5ace89595e94"",""type"":""WEB_WIDGET"",""message"":""Web widget submission:\nΓÇó name: hima\nΓÇó specific_requirement: njnjlnkj\nΓÇó phone: 70500471509\nΓÇó email: hkbharti@gm.com"",""source"":""web-widget"",""status"":""OPEN"",""createdAt"":""2026-06-26T23:05:24.535833600""}]",2026-06-26 23:05:25.010853,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,386be96e-5f95-48d4-934f-4851e6d7232e,f2743829-9058-4a1e-aaf0-1a536e6508b9,
534e761e-7446-49d1-9816-4037fe9aac35,2026-06-27 15:33:01.449842,INR,,,f,[],2026-06-27 15:33:02.768907,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,a91cf57d-7dcf-4920-91b3-5185b71f6622,f2743829-9058-4a1e-aaf0-1a536e6508b9,
80d0fa93-b99a-42b3-9b7d-a2b161dbe790,2026-06-27 15:41:57.422293,INR,,,f,[],2026-06-27 15:41:57.772291,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,a91cf57d-7dcf-4920-91b3-5185b71f6622,f2743829-9058-4a1e-aaf0-1a536e6508b9,
d830fc8d-5f59-45cc-b6cf-16956519f2a6,2026-06-27 17:10:18.656894,INR,,,f,[],2026-06-27 17:10:18.710785,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,d1c3a300-9eb5-4241-9326-c79bf151808b,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0001
75a5a692-0543-4d4d-bf84-626a84624158,2026-06-27 17:18:43.267193,INR,,,f,[],2026-06-27 17:18:43.286597,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,241402a5-2c82-4055-b0fe-fd2ba6438d9f,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0002
44166c67-6218-4757-9802-c01967e75a25,2026-06-27 17:25:55.616442,INR,,,f,[],2026-06-27 17:25:55.930098,NONE,NEW,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6b472d9e-0cde-4e73-998f-5f5782e3352c,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0003
27787115-2779-4fb3-b2e1-dc50799db985,2026-06-27 17:43:51.842584,INR,General Enquiry,,f,[],2026-06-27 17:43:51.888476,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0004
ab4b18e2-fe97-4e17-a8cd-5456914db4c8,2026-06-27 17:47:03.561757,INR,General Enquiry,,f,[],2026-06-27 17:47:03.601857,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0005
f2c7c6f8-d6c3-419f-aea7-3d97f0c1503e,2026-06-27 17:53:38.57594,INR,General Enquiry,,f,[],2026-06-27 17:53:38.608801,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0006
c404fce9-9925-4d55-a4a4-239ac60b44cc,2026-06-27 17:59:06.812551,INR,General Enquiry,,f,[],2026-06-27 17:59:06.843861,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0007
a5e547ff-faf0-4316-88dd-0cda19a12c32,2026-06-27 18:15:44.938347,INR,General Enquiry,,f,[],2026-06-27 18:15:45.040756,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0008
7e28d2d2-756a-48b4-8214-365d7d74e83d,2026-06-27 18:28:07.237216,INR,General Enquiry,,f,[],2026-06-27 18:28:07.26309,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0009
9b1addbb-80b7-44e7-adc7-2e133dc7313e,2026-06-27 22:08:40.762175,INR,General Enquiry,,f,[],2026-06-27 22:08:40.785963,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0010
e6fb91d8-c0e0-4d6e-bdc7-580b8e23c310,2026-06-27 22:20:25.809391,INR,General Enquiry,,f,[],2026-06-27 22:20:25.83699,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0011
941533c8-dc33-4f31-a1eb-42ef1cbeedc4,2026-06-27 22:30:53.776672,INR,General Enquiry,,f,[],2026-06-27 22:30:53.793272,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0012
20b4018a-87d2-45b7-848e-12ad78aa1749,2026-06-27 22:45:39.748167,INR,General Enquiry,,f,[],2026-06-27 22:45:39.773034,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0013
3d6bba70-7388-4083-8f68-d448d128c200,2026-06-27 23:26:08.218356,INR,General Enquiry,,f,[],2026-06-27 23:26:08.27737,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0014
279860ac-ad57-4767-a806-d511630fc928,2026-06-27 23:43:51.905381,INR,General Enquiry,,f,[],2026-06-27 23:43:52.119694,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0015
ecda08c5-f752-4247-b725-4603e48b2d88,2026-06-27 23:53:15.713732,INR,General Enquiry,,f,[],2026-06-27 23:53:15.783451,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260627-0016
d26a90ed-88b8-412f-8041-5c8a9d3a6cf4,2026-06-28 00:05:11.328413,INR,General Enquiry,,f,[],2026-06-28 00:05:11.396681,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260628-0001
bccd0959-9de6-4269-b90e-c0587cdfd2de,2026-06-28 01:17:30.27888,INR,General Enquiry,,f,[],2026-06-28 01:17:30.585157,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260628-0002
033e8780-5407-46dd-9bfc-3b08735da1ce,2026-06-28 01:19:40.508085,INR,General Enquiry,,f,[],2026-06-28 01:19:40.529467,NONE,INTERESTED,0,9431bdc0-7a42-4f5e-a86a-fc2b174f08bf,6c77c2c8-de8c-477c-b5e3-cdab13a925c6,f2743829-9058-4a1e-aaf0-1a536e6508b9,GYANF2-L260628-0003
